vendor_id,vendor_name,case_id,case_name,case_type,evidence_strength,tier,is_false_positive,fp_reason,curriculum_weight,year_start,year_end,changed
205212,SAVARE MEDIKA SA DE CV,248,Savare Medika ISSSTE: 930M CT scanner + 598M MRI unit via 100%DA (10-20x market price overpricing) - 1.95B,overpricing,high,3,0,active_or_captured:high,0.8,2018,2024,True
2932,"COMPAÑIA EDITORIAL ULTRA, S.A. DE C.V.",249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
51438,CORPORACION EN SERVICIOS INTEGRALES DE ASESORIA PROFESIONAL SA DE CV,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
18533,"REPRODUCCIONES FOTOMECANICAS, S.A. DE C.V.",249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
253650,IMPRECORME SA DE CV,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
85006,SM DE EDICIONES SA DE CV,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
30001,"LITOGRAFIA MAGNO GRAF, S.A. DE C.V.",249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
31832,IMPRESORA Y ENCUADERNADORA PROGRESO S.A DE C.V.,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
47458,INFAGON WEB SA DE CV,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
2940,TRANSPORTES ESDO S.A. DE C.V.,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
4312,EDITORIAL TRILLAS S.A. DE C.V.,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2002,2025,True
150457,LYON AG SA DE CV,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
30000,MORGAN EXPRESS S.A. DE C.V.,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
2928,"SERVICIOS PROFESIONALES DE IMPRESION, S.A. DE C.V.",249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
63922,PEARSON EDUCACION DE MEXICO SA DE CV,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2002,2025,True
2945,"IMPRESORA Y EDITORA XALCO, S.A. DE C.V.",249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
48092,PRINT LSC COMMUNICATIONS S DE RL DE CV,249,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
101951,DISTRIBUIDORA QUIMICA Y HOSPITALARIA GAP SA DE CV,250,Distribuidora Quimica y Hospitalaria GAP: IMSS 1.13B blood bank service contract + DA medical supplies - 1.33B,overpricing,medium,3,0,active_or_captured:medium,0.5,2019,2022,True
125381,BIONOVA LABORATORIOS SA DE CV,251,Bionova Laboratorios: 1.98B in null-description IMSS/ISSSTE contracts 2015 - competitive but opaque,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2015,2015,True
226820,COBRO ELECTRONICO DE PEAJE SA DE CV,252,Cobro Electronico de Peaje SA de CV: CAPUFE electronic toll system monopoly 50%DA - 1.87B,monopoly,medium,3,0,active_or_captured:medium,0.5,2015,2022,True
13632,IMPROMED SA DE CV,253,Impromed + Medalfa: IMSS medical equipment distributors with 50%+ DA and 1.4B + 1.8B - 3.4B,overpricing,medium,3,0,active_or_captured:medium,0.5,2010,2024,True
231818,MEDALFA SA DE CV,253,Impromed + Medalfa: IMSS medical equipment distributors with 50%+ DA and 1.4B + 1.8B - 3.4B,overpricing,medium,3,0,active_or_captured:medium,0.5,2010,2024,True
249276,CHIESI MEXICO SA DE CV,254,Chiesi + Asofarma + Beckman: pharmaceutical/lab consolidated procurement with high DA - 5.6B,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2010,2025,True
70647,"ASOFARMA DE MEXICO, S.A DE C.V.",254,Chiesi + Asofarma + Beckman: pharmaceutical/lab consolidated procurement with high DA - 5.6B,monopoly,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
259128,BECKMAN LABORATORIES DE MEXICO SA DE CV,254,Chiesi + Asofarma + Beckman: pharmaceutical/lab consolidated procurement with high DA - 5.6B,monopoly,low,2,0,potential_structural_monopoly:monopoly,0.1,2010,2025,True
31377,"EQUIMED DEL CENTRO, S.A. DE C.V.",255,Equimed del Centro SA de CV IMSS Pharmaceutical DA Ring 69.7%DA - 6.03B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2007,2015,True
101951,DISTRIBUIDORA QUIMICA Y HOSPITALARIA GAP SA DE CV,256,Distribuidora Quimica y Hospitalaria GAP IMSS Lab Chemicals DA 72.2%DA - 1.33B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2013,2020,True
149783,"LABORATORIOS SOLFRAN, S.A.",257,Laboratorios Solfran SA IMSS/ISSSTE Consolidated Medicines DA Ring 55.6%DA - 2.77B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2015,2025,True
80366,METRO NET,258,Metro Net Federal IT Data Center DA Monopoly 100%DA - 2.65B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2012,2021,True
4421,"MEDICAL DIMEGAR, S.A DE C.V.",259,Medical Dimegar SA de CV IMSS Medical Consumables/Devices DA Ring 54%DA - 2.30B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2002,2025,True
205212,SAVARE MEDIKA SA DE CV,260,Savare Medika SA de CV ISSSTE Medical Imaging DA Ring 66.7%DA - 1.95B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2017,2025,True
26454,DISTRIBUIDORA DE EQUIPO MEDICO E INDUSTRIAL DE MEXICO SA DE CV,261,Distribuidora Equipo Medico Industrial Mexico - Consumibles IMSS DA COVID,procurement_fraud,high,3,0,active_or_captured:high,0.8,2019,2020,True
82544,PROVEEDORA DE SERVICIOS EMPRESARIALES Y SOLUCIONES OPTIMAS SA DE CV,262,Proveedora Servicios Empresariales - Salud Financiero NAFINSA BANCOMEXT DA,institution_capture,medium,3,0,active_or_captured:medium,0.5,2020,2025,True
308216,LAMAP SA DE CV,263,LAMAP + ARMOT - Nuevas Empresas Shell Limpieza Hospitalaria IMSS 2021-2022,ghost_company,high,3,0,active_or_captured:high,0.8,2023,2025,True
291667,ARMOT SEGURIDAD PRIVADA Y SERVICIOS INSTITUCIONALES SA DE CV,263,LAMAP + ARMOT - Nuevas Empresas Shell Limpieza Hospitalaria IMSS 2021-2022,ghost_company,high,3,0,active_or_captured:high,0.8,2023,2025,True
259308,ASIMEX DEL CARIBE SA DE CV,264,Tren Maya Rieles FONATUR - Switch LP a DA 2022 (Asimex del Caribe + Sumitomo),procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2020,2022,True
258808,SUMITOMO CORPORATION DE MEXICO,264,Tren Maya Rieles FONATUR - Switch LP a DA 2022 (Asimex del Caribe + Sumitomo),procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2020,2022,True
288609,GX2 DESARROLLOS SA DE CV,265,GX2 Desarrollos Sinaloa - Planta Potabilizadora 5.89B empresa nueva 2020,overpricing,medium,3,0,active_or_captured:medium,0.5,2022,2022,True
305483,COMERCIALIZADORA DE SEGURIDAD PRIVADA CON RESPONSABILIDAD SOCIAL,266,Comercializadora Seguridad Privada - Monopolio Vigilancia CONAGUA OCLSP 4.34B,institution_capture,medium,3,0,active_or_captured:medium,0.5,2025,2025,True
136648,MANEJO INTEGRAL EN CONSULTA EMPRESARIAL SA DE CV,267,Manejo Integral en Consulta Empresarial - COMESA/PEMEX Servicios Especializados 6.3B sin RFC,procurement_fraud,high,3,0,active_or_captured:high,0.8,2014,2014,True
291507,ARMOUR KING SA DE CV,268,Armour King SA de CV - Empresa Nueva 2019 Captura Seguridad AICM+ISSSTE 2.1B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2023,2025,True
100419,"COLEGIO PARTICULAR KELLER, A.C.",269,Colegio Particular Keller AC - ISSSTE Estancias Bienestar Infantil 3.14B sin RFC,overpricing,medium,3,0,active_or_captured:medium,0.5,2010,2024,True
14066,"ANALISIS CLINICOS DE LEON, S.A. DE C.V.",270,Analisis Clinicos de Leon + Lab RAAM Sahuayo - Laboratorios Regionales Capturan IMSS/ISSSTE 3.3B,overpricing,medium,3,0,active_or_captured:medium,0.5,2003,2025,True
245450,LABORATORIO RAAM DE SAHUAYO,270,Analisis Clinicos de Leon + Lab RAAM Sahuayo - Laboratorios Regionales Capturan IMSS/ISSSTE 3.3B,overpricing,medium,3,0,active_or_captured:medium,0.5,2003,2025,True
6285,"APLICACIONES MEDICAS INTEGRALES, S.A. DE C.V.",271,Aplicaciones Medicas Integrales — Monopolio Servicio Integral Anestesia IMSS/ISSSTE (11B),institution_capture,medium,3,0,active_or_captured:medium,0.5,2005,2023,True
253837,CELGENE LOGISTICS SARL,272,Celgene Logistics SARL — Entidad Offshore Luxemburgo Suministro Medicamentos IMSS (2B),overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2020,2022,True
119824,"NIZA ÑUDEE ASOCIADOS, S.A. DE C.V",273,Niza Nudee Asociados — Refacciones Equipo Medico IMSS 2B Sin RFC,overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2013,2018,True
45114,MEDAM S DE RL DE CV,274,Medam S de RL de CV IMSS Biomedical Waste (RPBI) DA Ring 62.3%DA - 1.67B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2010,2025,True
173854,VANTAGE SERVICIOS INTEGRALES DE SALUD SA DE CV,275,Vantage Servicios Integrales de Salud INSABI Pharma Logistics DA 95.7%DA - 2.35B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2016,2025,True
41094,FOREFRONT MEDICA MEXICO S.A. DE C.V.,276,Forefront Medica Mexico SA de CV Multi-Institution Neurosurgery DA 80.1%DA - 1.08B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2009,2025,True
84409,CODEQUIM SA DE CV,277,Codequim SA de CV CENAPRECE Public Health Insecticide DA Monopoly 100%DA - 1.07B,procurement_fraud,high,3,0,active_or_captured:high,0.8,2010,2025,True
13414,KBN MEDICAL S.A. DE C.V.,278,KBN Medical SA de CV ISSSTE Orthopedic Implants DA - 1.26B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2003,2025,True
40859,SOLOMED S.A. DE C.V.,279,Solomed SA de CV SSISSSTE/IMSS Consolidated Pharma Supply Emerging Capture - 2.33B,procurement_fraud,medium,3,0,active_or_captured:medium,0.5,2009,2025,True
256792,ALTUM TECNOLOGIC SA DE CV,280,Altum Tecnologic IT DA Monopoly at AEFCM,IT monopoly,high,3,0,active_or_captured:high,0.8,2020,2025,True
43734,"GOTT UND GLÜCK, S.A. DE C.V.",281,Gott und Gluck Cleaning Services DA Ring,Bid rigging,high,3,0,active_or_captured:high,0.8,2016,2024,True
44822,OFI STORE SA DE CV,282,Ofi Store IT Managed Services DA Monopoly,IT monopoly,medium,3,0,active_or_captured:medium,0.5,2011,2025,True
57242,TECNO ALTA DISTRIBUCION SA DE CV,283,Tecno Alta Vehicle Transport DA Monopoly at INAH,Procurement fraud,medium,3,0,active_or_captured:medium,0.5,2010,2024,True
218413,SCONTINUIDAD LATAM SA DE CV,284,SContinuidad LATAM Data Center DA at IPICYT,IT monopoly,medium,3,0,active_or_captured:medium,0.5,2019,2025,True
19883,SOLUCIONES TECNOLOGICAS ESPECIALIZADAS S.A. DE C.V.,285,Soluciones Tecnologicas Especializadas IT DA at Welfare Agencies,IT monopoly,medium,3,0,active_or_captured:medium,0.5,2005,2025,True
152690,GRUPO ESTUDIAT SA DE CV,286,Grupo Estudiat Office/School Supplies DA,Procurement fraud,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
33177,ARRENDOMÒVIL DE MÈXICO SA DE CV,287,Arrenmovil de Mexico - Vehicle Rental DA Monopoly Across Federal Agencies,monopoly,medium,3,0,active_or_captured:medium,0.5,2007,2020,True
33716,DLG INDUSTRIAS SA DE CV,288,DLG Industrias - Ferrocarril del Istmo Railroad Supply 100% DA Capture,institution_capture,medium,3,0,active_or_captured:medium,0.5,2014,2025,True
12036,COAHUILA INDUSTRIAL MINERA S.A DE C.V.,289,CFE Carbón Coahuila — Suministro Monopolio Sin RFC (COAHUILA INDUSTRIAL + CIC CORPORATIVO),overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2003,2013,True
114024,CIC CORPORATIVO INDUSTRIAL COAHUILA SA DE CV,289,CFE Carbón Coahuila — Suministro Monopolio Sin RFC (COAHUILA INDUSTRIAL + CIC CORPORATIVO),overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2003,2013,True
46663,"INTEGRACION DE SOLUCIONES ELECTRICAS Y DE MANTENIMIENTO, INTELICAM SA DE CV",290,INTELICAM — CFE Red Eléctrica 14.5 km a 251M MXN/km (4.87B sobreprecio),overpricing,medium,3,0,active_or_captured:medium,0.5,2016,2016,True
56666,CORPORATIVO GIORMAR DE MEXICO,291,Corporativo Giormar — Implantes Ortopédicos ISSSTE/SEDENA Sin RFC (3.95B sobreprecio),overpricing,medium,3,0,active_or_captured:medium,0.5,2018,2022,True
12036,COAHUILA INDUSTRIAL MINERA S.A DE C.V.,289,CFE Carbón Coahuila — Suministro Monopolio Sin RFC (COAHUILA INDUSTRIAL + CIC CORPORATIVO),overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2003,2013,True
114024,CIC CORPORATIVO INDUSTRIAL COAHUILA SA DE CV,289,CFE Carbón Coahuila — Suministro Monopolio Sin RFC (COAHUILA INDUSTRIAL + CIC CORPORATIVO),overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2003,2013,True
46663,"INTEGRACION DE SOLUCIONES ELECTRICAS Y DE MANTENIMIENTO, INTELICAM SA DE CV",290,INTELICAM — CFE Red Eléctrica 14.5 km a 251M MXN/km (4.87B sobreprecio),overpricing,medium,3,0,active_or_captured:medium,0.5,2016,2016,True
56666,CORPORATIVO GIORMAR DE MEXICO,291,Corporativo Giormar — Implantes Ortopédicos ISSSTE/SEDENA Sin RFC (3.95B sobreprecio),overpricing,medium,3,0,active_or_captured:medium,0.5,2018,2022,True
6285,"APLICACIONES MEDICAS INTEGRALES, S.A. DE C.V.",271,Aplicaciones Medicas Integrales — Monopolio Servicio Integral Anestesia IMSS/ISSSTE (11B),institution_capture,medium,3,0,active_or_captured:medium,0.5,2005,2023,True
253837,CELGENE LOGISTICS SARL,272,Celgene Logistics SARL — Entidad Offshore Luxemburgo Suministro Medicamentos IMSS (2B),overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2020,2022,True
119824,"NIZA ÑUDEE ASOCIADOS, S.A. DE C.V",273,Niza Nudee Asociados — Refacciones Equipo Medico IMSS 2B Sin RFC,overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2013,2018,True
40859,SOLOMED S.A. DE C.V.,292,Solomed — Concentración Sistémica de Suministros Médicos IMSS/ISSSTE (2.33B MXN),concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2009,2025,True
13414,KBN MEDICAL S.A. DE C.V.,293,KBN Medical — Monopolio de Osteosíntesis y Endoprótesis ISSSTE (1.26B MXN),institution_capture,medium,3,0,active_or_captured:medium,0.5,2003,2025,True
108273,SOLUGLOB IKON SA DE CV,294,Soluglob Ikon — Servicio Médico Integral Capitado Multisector (2.35B MXN),concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2013,2025,True
103353,TALLER ELECTRICO GONZALEZ SA DE CV,295,"Taller Eléctrico González — Monopolio Mantenimiento Electromecánico IMSS Nuevo León (1.01B, 82.6% DA)",institution_capture,high,3,0,active_or_captured:high,0.8,,,True
178705,3GH MULTISERVICIOS  S.A. DE C.V.,296,"3GH Multiservicios — Servicios Electromecánicos IMSS Nuevo León (1.03B, 53.8% DA)",concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,,,True
103197,MEXICO MONTECITOS SA DE CV,297,"México Montecitos — Proveedor Balístico SEDENA (1.37B, 60% DA, sin RFC)",institution_capture,medium,3,0,active_or_captured:medium,0.5,,,True
40859,SOLOMED S.A. DE C.V.,292,Solomed — Concentración Sistémica de Suministros Médicos IMSS/ISSSTE (2.33B MXN),concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2009,2025,True
185928,DESARROLLO DE INFRAESTRUCTURA I.C.G. SA DE CV,298,"ICG Infraestructura — Adjudicaciones Directas en Obra Publica sin RFC (1.03B, 2015-2024)",institution_capture,medium,3,0,active_or_captured:medium,0.5,2015,2024,True
116886,REISCO OPERADORA DE SERVICIOS SA DE CV,299,"REISCO Operadora — Servicios Limpieza 32.6% Single-Bid SCT/SEP/IPN (1.18B, 2013-2018)",bid_rigging,medium,3,0,active_or_captured:medium,0.5,2013,2018,True
124162,CONSORCIO CONTINENTAL DE INFRAESTRUCTURA,300,"Consorcio Continental — 100% Single-Bid en Licitaciones SIOP Michoacan (1.13B, 2015-2025)",bid_rigging,medium,3,0,active_or_captured:medium,0.5,2015,2025,True
13597,"CENTRO DE ASISTENCIA RENAL, S.A. DE C.V.",301,Centro de Asistencia Renal — Monopolio Hemodiálisis Subrogada IMSS/SEDENA 5.90B 2003-2025,institution_capture,medium,3,0,active_or_captured:medium,0.5,,,True
31487,"PRO INMUNE DE MEXICO, S.A. DE C.V.",302,Pro Inmune de México — Distribuidor Farmacéutico IMSS/ISSSTE 2.33B 2007-2012,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,,,True
35772,"COSTO POR PROCEDIMIENTO, S.A. DE C.V.",303,Costo por Procedimiento — Intermediario Endoscopia ISSSTE Sin RFC 0.83B 2008-2022,overpricing,high,3,0,active_or_captured:high,0.8,,,True
146480,GERARDO NAVA SAN MARTIN,304,Gerardo Nava San Martín — Persona Física 4.816B Pavimento Chalma VER (posible error de datos),overpricing,low,2,0,beneficiary_low_evidence:low,0.1,2014,2020,True
14127,MAURICIO SOTELO SANTILLAN,305,"Mauricio Sotelo Santillán — Persona Física 875M Adecuación Consultorios IMSS (sin RFC, 2010)",overpricing,medium,3,0,active_or_captured:medium,0.5,2003,2025,True
107564,"AIRELECSA, SA DE CV",306,Airelecsa SA de CV — Captura Institucional IMSS HVAC 814M via Licitacion Publica 2021 (sin RFC),institution_capture,medium,3,0,active_or_captured:medium,0.5,2013,2024,True
20375,"GRIMANN, S.A. DE C.V.",307,Grimann — Distribuidor Medicamento Patente IMSS/ISSSTE Sin RFC 0.57B 2005-2025,concentrated_monopoly,low,2,0,potential_structural_monopoly:concentrated_monopoly,0.1,2005,2025,True
4642,"DLP MEDICAL, S.A. DE C.V.",308,DLP Medical — Material Curacion/Radiologico IMSS/ISSSTE 1.29B Sin RFC 2002-2007,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2007,True
19872,PRODIFARMA PROMCIONES Y DISTRIBUCIONES FARMACEUTICAS   S.A. DE C.V.,309,Prodifarma — Servicio Integral Diabetes IMSS Sin RFC 0.58B 2005-2009,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2005,2009,True
5724,LANDSTEINER SCIENTIFIC S.A. DE C.V.,310,Landsteiner Scientific — Monopolio ARV/Diagnóstico IMSS Sin RFC 6.66B MXN,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
190131,ALVARTIS PHARMA SA DE CV,311,Alvartis Pharma — Crecimiento Anómalo DA 41% 4.62B MXN Sin RFC 2016-2025,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2016,2025,True
106586,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",312,Medi Access Seguros de Salud — ISES Intermediario Médico 3.11B Sin RFC 2013-2018,single_use_intermediary,low,2,0,beneficiary_low_evidence:low,0.1,2013,2018,True
5724,LANDSTEINER SCIENTIFIC S.A. DE C.V.,310,Landsteiner Scientific — Monopolio ARV/Diagnóstico IMSS Sin RFC 6.66B MXN,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
54881,ESMA INSTALACIONES SA DE CV,313,ESMA Instalaciones Captura CAPUFE/SCT Carreteras 7.72B Sin RFC 2010-2025,institution_capture,medium,3,0,active_or_captured:medium,0.5,2010,2025,True
6602,"CONSTRUCTORA GERMER, S.A. DE C.V.",314,Constructora Germer Monopolio IMSS Obras 6.80B Sin RFC 2002-2025,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
13415,"TELECOMUNICACIÓN Y EQUIPOS, S. A. DE C.V.",315,Telecomunicacion y Equipos Equipo Medico IMSS/ISSSTE DA 39.4pct 4.89B Sin RFC 2003-2025,institution_capture,medium,3,0,active_or_captured:medium,0.5,2003,2025,True
1545,FARMACOS ESPECILIAZDOS S.A. DE C.V.,316,Farmacos Especializados - Operador Cadena Suministro 7.04B Sin RFC ISSSTE/IMSS 2002-2010,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,2002,2010,True
594,"ASESORIA MEDICA RADIOLOGICA Y FARMACEUTICA, SA DE CV",317,Asesoria Medica Radiologica y Farmaceutica - Proveedor Cautivo Servicios Medicos Loteria/INDEP 3.40B,institution_capture,medium,3,0,active_or_captured:medium,0.5,2002,2025,True
20073,"OCTAPHARMA, S. A. DE C. V.",318,Octapharma - Hemoderivados/Plasma Adjudicacion Directa IMSS/ISSSTE 4.00B Sin RFC 2005-2025,concentrated_monopoly,low,2,0,potential_structural_monopoly:concentrated_monopoly,0.1,2005,2025,True
54881,ESMA INSTALACIONES SA DE CV,319,ESMA Instalaciones — Rehabilitación Carreteras CAPUFE/SCT 7.72B Sin RFC 2010-2025,institution_capture,medium,3,0,active_or_captured:medium,0.5,,,True
6602,"CONSTRUCTORA GERMER, S.A. DE C.V.",320,Constructora Germer — Construcción/Rehabilitación IMSS 6.80B Sin RFC (contrato 4.57B sospechoso),overpricing,medium,3,0,active_or_captured:medium,0.5,,,True
13415,"TELECOMUNICACIÓN Y EQUIPOS, S. A. DE C.V.",321,Telecomunicación y Equipos — Equipo Médico/Mantenimiento IMSS/ISSSTE 4.89B DA 39.4% Sin RFC,institution_capture,medium,3,0,active_or_captured:medium,0.5,,,True
149312,MARIA PATRICIA PEREZ ZEPEDA,322,Persona Física Pérez Zepeda — Contrato Anómalo de Abarrotes INC,overpricing,medium,3,0,active_or_captured:medium,0.5,,,True
200238,SILODISA SERVICIO INTEGRAL DE LOGISTICA Y DISTRIBUCION S A P I DE CV,323,Silodisa SAPI — Monopolio de Cadena de Suministro Farmacéutico ISSSTE,concentrated_monopoly,medium,3,0,active_or_captured:medium,0.5,,,True
14312,"DISTRIBUIDORA MEDICA LUNA, S.A. DE C.V.",324,Distribuidora Médica Luna — Contrato Anómalo Material de Curación ISSSTE,overpricing,medium,3,0,active_or_captured:medium,0.5,,,True
84232,INGENIERIA Y SERVICIOS ADM SA DE CV,325,Ingeniería y Servicios ADM — Contratos Multi-Sector CFE/SCT/CAPUFE,concentrated_monopoly,low,2,0,potential_structural_monopoly:concentrated_monopoly,0.1,,,True
24384,DRAGADOS Y URBANIZACIONES SIGLO 21 S.A. DE C.V.,330,Dragados y Urbanizaciones Siglo 21 - Captura Institucional CONAGUA,institution_capture,circumstantial,2,0,beneficiary_low_evidence:circumstantial,0.1,2006,2025,True
13583,"GRUPO OPERATIVO INTERNACIONAL EN SEGURIDAD PRIVADA, S.A. DE C.V.",331,Grupo Operativo Internacional - Monopolio Vigilancia ISSSTE,concentrated_monopoly,circumstantial,2,0,beneficiary_low_evidence:circumstantial,0.1,2003,2015,True
4699,LAVANDERIA DE HOSPITALES Y SANATORIOS S.A. DE C.V.,332,Lavanderia de Hospitales y Sanatorios - Monopolio Lavanderia Sector Salud,concentrated_monopoly,circumstantial,2,0,beneficiary_low_evidence:circumstantial,0.1,2002,2025,True
34768,GVARGAS COMERCIALIZADORA SA DE CV,333,GVARGAS Comercializadora - Intermediario Equipo Seguridad Pemex,single_use_intermediary,circumstantial,2,0,beneficiary_low_evidence:circumstantial,0.1,2008,2019,True
96263,DENTILAB,334,Dentilab IMSS Dental Supply Concentration,concentrated_monopoly,statistical,2,0,beneficiary_low_evidence:statistical,0.1,,,True
13908,"LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO, S.A. DE C.",335,BIRMEX Laboratorios de Biologicos y Reactivos,concentrated_monopoly,statistical,2,0,beneficiary_low_evidence:statistical,0.1,,,True
42876,EQUIMED,336,Equimed IMSS Pharmaceutical Concentration,concentrated_monopoly,statistical,2,0,beneficiary_low_evidence:statistical,0.1,,,True
25847,MEDICAMENTOS SELECTIVOS S.A DE C.V,337,Medicamentos Selectivos Cross-Sector Anomaly,overpricing,statistical,2,0,beneficiary_low_evidence:statistical,0.1,,,True
54393,URBANISSA SA DE CV,338,Mantenimiento Express Marítimo — Anomalía de Datos PEMEX,data_anomaly,strong,4,0,active_or_captured:strong,0.8,,,True
1196,LA PENINSULAR COMPAÑIA CONSTRUCTORA S.A. DE C.V.,339,Constructora Arhnos — Anomalía de Datos Infraestructura NL,data_anomaly,weak,2,0,beneficiary_low_evidence:weak,0.1,,,True
30845,"PROMOTORA Y DESARROLLADORA MEXICANA, S.A. DE C.V.",340,DMGP Servicios de Integridad — Anomalía de Datos PEMEX,data_anomaly,weak,2,0,beneficiary_low_evidence:weak,0.1,,,True
5985,"SERVICIO DE TRANSPORTE, S.A. DE C.V.",341,Consultores Prof. en Seguridad — Anomalía de Datos Parque Fundidora,data_anomaly,strong,4,0,active_or_captured:strong,0.8,,,True
8392,"INDUSTRIAL PERFORADORA DE CAMPECHE, S.A. DE C.V.",346,Industrial Perforadora de Campeche — Concentración PEMEX,concentration,low,2,0,beneficiary_low_evidence:low,0.1,,,True
27502,NOBLE CONTRACTING SARL,347,Noble Contracting SARL — Concentración PEMEX Offshore,concentration,low,2,0,beneficiary_low_evidence:low,0.1,,,True
18406,"COBRA INSTALACIONES MÉXICO, S.A. DE C.V.",348,Cobra Instalaciones México — Concentración Energía/Infraestructura,concentration,low,2,0,beneficiary_low_evidence:low,0.1,,,True
